activity_group_code,region,district,community,ngo,hazard,activities,number_of_activities_or_unites,beneficiaries_per_activity,budget__usd,brcis_output,_2014_quarter_3,_2014_quarter_4,_2015_quarter_1,_2015_quarter_2,_2015_quarter_3,_2015_quarter_4,_2016,_2017,created_at,updated_at,the_geom,cartodb_id
42,GEDO,DOLOW,GEEDWEINE,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,798
38,L.SHABELLE,AWDAGHLE,MARERE,CWW,DROUGHT,Farmer Field Schools,4,100,16000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,847
42,L.JUBA,KISMAYO,FARJANNO,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,799
42,L.JUBA,KISMAYO,FAANOOLE,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,800
42,BANADIR,DHARKENLEY ,DAGAH TUR,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,801
42,L.JUBA,KISMAYO,CALANLEY,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,802
42,BAY,BAIDOA,BONKAI,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,803
42,BAY,BAIDOA,BERDAALE,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,804
42,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,805
41,GEDO,DOLOW,SUR-GUDUD,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,806
41,BANADIR,DHARKENLEY ,SACID RORAYE,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,807
41,GEDO,DOLOW,QANSAXLEY,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,808
41,BANADIR,HODAN,OCTOBER,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,809
41,GEDO,LUUQ,LUUQ-GODEY,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,810
41,GEDO,DOLOW,KAPASA,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,811
41,GEDO,LUUQ,JAZEERA (ALL),NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,812
41,BANADIR,HAMARWEINE,HORSEED,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,813
41,BANADIR,HAMARWEINE,HILAAC,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,814
41,BAY,BAIDOA,HAWL WADAAG,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,815
41,BANADIR,WADAJIR,HALANE,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,816
41,GEDO,DOLOW,GEEDWEINE,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,817
41,L.JUBA,KISMAYO,FARJANNO,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,818
41,L.JUBA,KISMAYO,FAANOOLE,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,819
41,BANADIR,DHARKENLEY ,DAGAH TUR,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,820
41,L.JUBA,KISMAYO,CALANLEY,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,821
41,BAY,BAIDOA,BONKAI,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,822
41,BAY,BAIDOA,BERDAALE,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,823
41,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,DROUGHT,Formation and training water management committees,1,10,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,824
40,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Formation and training VSLs,2,10,2000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,827
40,HIRAN,BELETWEYNE,MACRUF,SCI,DROUGHT,Formation and training VSLs,2,10,3000,4,,,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,828
40,HIRAN,MATABAN,KANECALE,SCI,DROUGHT,Formation and training VSLs,2,10,2000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,829
40,HIRAN,BELETWEYNE,JAWIL,SCI,DROUGHT,Formation and training VSLs,1,10,3000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,830
40,HIRAN,BELETWEYNE,ILKACADO,SCI,DROUGHT,Formation and training VSLs,2,10,1500,4,,,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,831
40,HIRAN,BELETWEYNE,GURICADE,SCI,DROUGHT,Formation and training VSLs,1,40,3000,4,,,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,832
40,HIRAN,BELETWEYNE,FAAFGUMARE,SCI,DROUGHT,Formation and training VSLs,2,40,3000,4,,,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,833
40,HIRAN,BELETWEYNE,ELGAL,SCI,DROUGHT,Formation and training VSLs,2,40,3000,4,,,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,834
40,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,Formation and training VSLs,2,10,3000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,835
42,HIRAN,BELETWEYNE,BACAD,SCI,FLOOD,Formation and training of Community Committees,1,20,1500,1,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,836
33,HIRAN,BELETWEYNE,DHARIYOW,SCI,FLOOD,Fodder production,1,45,2000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,837
33,HIRAN,BELETWEYNE,BULOKAHIN,SCI,FLOOD,Fodder production,1,45,2000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,838
33,HIRAN,BELETWEYNE,BACADBUKE,SCI,FLOOD,Fodder production,1,50,2000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,839
33,HIRAN,BELETWEYNE,BACAD,SCI,FLOOD,Fodder production,1,50,2000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,840
59,MUDUG,HOBYO,LABAD,IRC,DROUGHT,Fisherman training and market development,3,45,24885.04688,4,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,841
59,MUDUG,HOBYO,HOBYO TOWN,IRC,DROUGHT,Fisherman training and market development,3,45,24885.04688,4,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,842
59,BANADIR,KARAAN,JABUUTI,IRC,CONFLICT,Fisherman training and market development,3,45,24885.04688,4,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,843
25,HIRAN,MATABAN,QABNO,SCI,DROUGHT,Feeder road rehabilitation,1,110,13200,4,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,844
38,L.SHABELLE,AWDAGHLE,MUBARAK,CWW,DROUGHT,Farmer Field Schools,6,150,24000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,845
38,GEDO,BELET HAWA,MALKARIYEY,CWW,DROUGHT,Farmer Field Schools,2,50,8000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,848
38,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,DROUGHT,Farmer Field Schools,6,150,24000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,849
38,L.SHABELLE,AWDAGHLE,GUMAYSIDID,CWW,DROUGHT,Farmer Field Schools,4,100,16000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,850
38,GEDO,BELET HAWA,GAWIIDO,CWW,DROUGHT,Farmer Field Schools,2,50,8000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,851
38,L.SHABELLE,AFGOYE,BELETAMIN,CWW,DROUGHT,Farmer Field Schools,6,150,24000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,852
38,L.SHABELLE,AWDAGHLE,BALOW,CWW,DROUGHT,Farmer Field Schools,4,100,16000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,853
38,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,DROUGHT,Farmer Field Schools,6,150,24000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,854
38,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,DROUGHT,Farmer Field Schools,10,250,40000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,855
38,L.SHABELLE,AFGOYE,AANOLE,CWW,DROUGHT,Farmer Field Schools,5,125,20000,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,856
33,HIRAN,BELETWEYNE,SHINILE ,CESVI,FLOOD,Farm Land preparation ,110 Farms,110,4000,4,,,X,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,857
33,HIRAN,BELETWEYNE,QOYDO,CESVI,FLOOD,Farm Land preparation ,150 Farms,150,6000,4,,,X,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,858
33,HIRAN,BELETWEYNE,GARASH,CESVI,FLOOD,Farm Land preparation ,80Farms,80,5000,4,,,X,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,859
33,HIRAN,BELETWEYNE,DHAYWABAR,CESVI,FLOOD,Farm Land preparation ,40 Farms ,40,2000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,860
33,MUDUG,HOBYO,XERO DHAGAXLEY,CESVI,FLOOD,Farm land preparation,30 Farms,30,2000,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,861
5,HIRAN,BELETWEYNE,GARASH,CESVI,FLOOD,Family share latrines,20 Latrines,80,6000,2,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,862
5,HIRAN,BELETWEYNE,DHAYWABAR,CESVI,FLOOD,Family share latrines,30 Latrines,120,9000,2,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,863
5,HIRAN,BELETWEYNE,BUULO YAKUB,CESVI,FLOOD,Family share latrines,70  Latrines,280,21000,2,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,864
44,MUDUG,HOBYO,XERO DHAGAXLEY,CESVI,DROUGHT,Estbalishment of business cooperatives (income generating activities),50 Women,50,8000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,865
44,MUDUG,HOBYO,XAARO,CESVI,DROUGHT,Estbalishment of business cooperatives (income generating activities),40 Women and Men,40,4000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,866
44,MUDUG,HOBYO,WISIL,CESVI,DROUGHT,Estbalishment of business cooperatives (income generating activities),60 Women,60,8000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,867
44,MUDUG,GALKACYO,HOWL WADAAG,CESVI,DROUGHT,Estbalishment of business cooperatives (income generating activities),90 Women,90,7500,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,868
44,MUDUG,GALKACYO,DHUURE,CESVI,DROUGHT,Estbalishment of business cooperatives (income generating activities),50 Women and Men,50,4000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,869
44,HIRAN,BELETWEYNE,SHINILE ,CESVI,DROUGHT,Establishment of income generating groups,30 Women and Men,30,6000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,870
44,HIRAN,BELETWEYNE,QOYDO,CESVI,DROUGHT,Establishment of income generating groups,40 Women and Men,40,6000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,871
44,HIRAN,BELETWEYNE,GARASH,CESVI,DROUGHT,Establishment of income generating groups,40 Women,40,6000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,872
44,HIRAN,BELETWEYNE,DHAYWABAR,CESVI,DROUGHT,Establishment of income generating groups,40 Women,40,6000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,873
57,HIRAN,BELETWEYNE,ELGAL,SCI,DROUGHT,Construction of shoat dip,1,250,4000,4,,,,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,1081
44,HIRAN,BELETWEYNE,BUULO YAKUB,CESVI,DROUGHT,Establishment of income generating groups,40 Women and Men,40,6000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,874
44,MUDUG,GALKACYO,WARGALO,CESVI,DROUGHT,Establishment of business cooperatives (income generating activities),50 Women,50,8000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,875
44,MUDUG,GALKACYO,GALINSOOR,CESVI,DROUGHT,Establishment of business cooperatives (income generating activities),40 Women  ,40,8000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,876
44,MUDUG,GALKACYO,DOCOL,CESVI,DROUGHT,Establishment of business cooperatives (income generating activities),50 Women,50,8000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,877
44,MUDUG,GALKACYO,BANDIIRADLEY,CESVI,DROUGHT,Establishment of business cooperatives (income generating activities),50 Women and Men,50,10000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,878
20,GEDO,LUUQ,JAZEERA (ALL),NRC,DROUGHT,Establishing distribution system,1,2000,7500,4,,,,X,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,880
20,L.JUBA,KISMAYO,FARJANNO,NRC,DROUGHT,Establishing distribution system,1,2000,7500,4,,,,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,881
20,BAY,BAIDOA,BONKAI,NRC,DROUGHT,Establishing distribution system,1,300,7500,4,,,X,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,882
20,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,CROCKODILE ATTACK,Establish water catchments away from the river,1,113,14000,4,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,883
33,GEDO,DOLOW,QANSAXLEY,NRC,HAZARDS,Establish solar powered drip irrigation unit for 50 farmers,1,50,120000,4,,X,X,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,884
33,GEDO,LUUQ,LUUQ-GODEY,NRC,DROUGHT,Establish solar powered drip irrigation unit for 50 farmers,1,50,120000,4,,X,X,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,885
33,BAY,BAIDOA,BERDAALE,NRC,DROUGHT,Establish solar powered drip irrigation unit for 50 farmers,1,50,120000,4,,X,X,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,886
1,GEDO,ELWAK,TUULA CADEY,CWW,DROUGHT,Establish Pastoralist Field Schools,1,25,4000,4,,,,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,887
1,GEDO,ELWAK,MERI,CWW,DROUGHT,Establish Pastoralist Field Schools,1,25,4000,4,,,,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,888
1,GEDO,BELET HAWA,MALKARIYEY,CWW,DROUGHT,Establish Pastoralist Field Schools,1,25,4000,4,,,,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,889
1,GEDO,BELET HAWA,HAROODI,CWW,DROUGHT,Establish Pastoralist Field Schools,1,25,4000,4,,,,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,890
33,GEDO,BELET HAWA,MALKARIYEY,CWW,DROUGHT,Establish fodder production system,1,50,500,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,891
33,GEDO,BELET HAWA,GAWIIDO,CWW,DROUGHT,Establish fodder production system,1,50,500,4,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,892
43,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,HEAVY RAINS,Establish Early Warning System that leads to early action,1,395,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,893
43,BANADIR,KARAAN,MOHAMUD AHMED ALI (BULA HANSHOLEY),CWW,HEAVY RAINS,Establish Early Warning System that leads to early action,1,900,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,894
43,L.SHABELLE,AWDAGHLE,MUBARAK,CWW,FLOOD,Establish Early Warning System that leads to early action,1,2300,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,895
43,L.SHABELLE,AFGOYE,MORDINLE,CWW,FLOOD,Establish Early Warning System that leads to early action,1,701,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,896
43,L.SHABELLE,AWDAGHLE,MARERE,CWW,FLOOD,Establish Early Warning System that leads to early action,1,150,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,897
43,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,FLOOD,Establish Early Warning System that leads to early action,1,225,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,898
43,L.SHABELLE,AWDAGHLE,GUMAYSIDID,CWW,FLOOD,Establish Early Warning System that leads to early action,1,310,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,899
43,L.SHABELLE,AFGOYE,BELETAMIN,CWW,FLOOD,Establish Early Warning System that leads to early action,1,1443,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,900
43,L.SHABELLE,AWDAGHLE,BALOW,CWW,FLOOD,Establish Early Warning System that leads to early action,1,300,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,901
43,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,FLOOD,Establish Early Warning System that leads to early action,1,450,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,902
43,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,FLOOD,Establish Early Warning System that leads to early action,1,1500,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,903
43,L.SHABELLE,AFGOYE,AANOLE,CWW,FLOOD,Establish Early Warning System that leads to early action,1,512,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,904
43,GEDO,ELWAK,TUULO GARAS,CWW,DROUGHT,Establish Early Warning System that leads to early action,1,270,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,905
43,GEDO,ELWAK,TUULA CADEY,CWW,DROUGHT,Establish Early Warning System that leads to early action,1,220,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,906
43,GEDO,ELWAK,MERI,CWW,DROUGHT,Establish Early Warning System that leads to early action,1,300,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,907
43,GEDO,BELET HAWA,MALKARIYEY,CWW,DROUGHT,Establish Early Warning System that leads to early action,1,390,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,908
43,GEDO,BELET HAWA,HAROODI,CWW,DROUGHT,Establish Early Warning System that leads to early action,1,300,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,909
43,GEDO,BELET HAWA,GAWIIDO,CWW,DROUGHT,Establish Early Warning System that leads to early action,1,400,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,910
43,GEDO,ELWAK,ELWAK TOWN,CWW,DROUGHT,Establish Early Warning System that leads to early action,1,1400,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,911
43,GEDO,ELWAK,ELBANDA (DARKEYN DHOQA),CWW,DROUGHT,Establish Early Warning System that leads to early action,1,290,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,912
35,BANADIR,DHARKENLEY ,DAGAH TUR,NRC,FLOOD,Distribution soaps,3,300,900,3,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,962
43,GEDO,ELWAK,DHAMASA,CWW,DROUGHT,Establish Early Warning System that leads to early action,1,1200,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,913
43,GEDO,BELET HAWA,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Establish Early Warning System that leads to early action,1,3250,652.9090909,1,,X,,X,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,914
41,BANADIR,HODAN,AHMED GUREY,SCI,DISEASE OUTBREAK,Establish and train sanitation & hygeine groups,8,15,1000.08,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,915
42,BANADIR,HODAN,AHMED GUREY,SCI,FLOOD,Establish and train community disaster management committees (CDMC),5,16,1493.325,1,,X,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,916
42,BANADIR,HAWLWADAG,SAQAWUDIN (SAYIDKA),SCI,CONFLICT,Establish and train community disaster management committees (CDMC),5,16,1000.08,1,,X,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,917
42,BANADIR,DEYNILE,KUR DAMAC,SCI,CONFLICT,Establish and train community disaster management committees (CDMC),5,16,1000.08,1,,X,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,918
41,BANADIR,HAWLWADAG,SAQAWUDIN (SAYIDKA),SCI,DISEASE OUTBREAK,Establish and train  sanitation & hygeine groups.,8,15,1493.325,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,919
41,BANADIR,DEYNILE,KUR DAMAC,SCI,HAZARDS,Establish and train  sanitation & hygeine groups,1,15,1493.325,2,,X,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,920
17,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,DISEASE,Establish and equip a water quality testing lab - Location TBC,1,to be defined,4000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,921
43,MUDUG,HOBYO,LABAD,IRC,DROUGHT,"Early Warning System Set up; recording and training",12,10,2206.75,1,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,922
43,MUDUG,HOBYO,HOBYO TOWN,IRC,DROUGHT,"Early Warning System Set up; recording and training",12,10,2206.75,1,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,923
43,MUDUG,JARIBAN,HINGOD,IRC,DROUGHT,"Early Warning System Set up; recording and training",12,10,2206.75,1,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,924
43,MUDUG,JARIBAN,BUDBUD,IRC,DROUGHT,"Early Warning System Set up; recording and training",12,10,2206.75,1,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,925
43,MUDUG,GALKACYO,BITALE,IRC,DROUGHT,"Early Warning System Set up; recording and training",12,10,2206.75,1,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,926
43,MUDUG,GALKACYO,BANDARQAALI,IRC,DROUGHT,"Early Warning System Set up; recording and training",12,600,2206.75,1,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,927
43,MUDUG,HOBYO,BAJELA,IRC,DROUGHT,"Early Warning System Set up; recording and training",12,10,2206.75,1,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,928
43,BANADIR,KARAAN,JABUUTI,IRC,CONFLICT,"Early Warning System Set up; recording and training",12,250,2206.75,1,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,929
4,GEDO,BELET HAWA,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,"Drill borehole(s) - includes covers; water yards; elevated tanks; pumps etc",1,464.2857143,150000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,930
37,HIRAN,BELETWEYNE,SHINILE ,CESVI,DROUGHT,Donkey carts,20 donkey carts,30,12000,4,,,,X,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,931
37,HIRAN,BELETWEYNE,QOYDO,CESVI,DROUGHT,Donkey carts,30 donkey carts,40,18000,4,,,,X,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,932
37,HIRAN,BELETWEYNE,GARASH,CESVI,DROUGHT,Donkey carts,20 donkey carts,30,12000,4,,,,X,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,933
